cell	cell_group
A5_P2_M71_L001	CD4_Glyco_lo
A5_P3_M71_L001	CD4_Glyco_lo
A5_P4_M71_L001	CD8T
A6_P1_M71_L001	CD4_Glyco_lo
A6_P2_M71_L001	NK
A6_P3_M71_L001	CD8T
A7_P2_M71_L001	CD8T
A7_P3_M71_L001	MonoMacro
A7_P4_M71_L001	CD8T
A8_P2_M71_L001	CD8T
A8_P3_M71_L001	CD8T
A9_P2_M71_L001	CD4_Glyco_lo
A9_P3_M71_L001	CD8T
A9_P4_M71_L001	CD8T
B10_P1_M71_L001	CD8T
B10_P2_M71_L001	CD8T
B10_P4_M71_L001	MonoMacro
B11_P1_M71_L001	CD8T
B11_P2_M71_L001	CD8T
B11_P3_M71_L001	CD8T
B11_P4_M71_L001	CD4_Glyco_lo
B12_P1_M71_L001	CD8T
B12_P3_M71_L001	CD8T
B12_P4_M71_L001	CD8T
B1_P4_M71_L001	MonoMacro
B2_P1_M71_L001	CD8T
B3_P2_M71_L001	CD8T
B3_P4_M71_L001	CD8T
B4_P1_M71_L001	CD8T
B4_P3_M71_L001	CD4_Glyco_hi
B5_P2_M71_L001	CD4_Glyco_lo
B5_P3_M71_L001	CD8T
B5_P4_M71_L001	CD8T
B6_P2_M71_L001	CD8T
B6_P3_M71_L001	CD8T
B6_P4_M71_L001	CD8T
B7_P1_M71_L001	CD8T
B7_P2_M71_L001	CD4_Glyco_hi
B7_P3_M71_L001	CD8T
B8_P2_M71_L001	Tprolif
B8_P3_M71_L001	CD8T
B8_P4_M71_L001	CD8T
B9_P1_M71_L001	CD4_Glyco_lo
B9_P4_M71_L001	CD8T
C10_P1_M71_L001	CD4_Glyco_hi
C10_P2_M71_L001	CD8T
C10_P3_M71_L001	pDC
C11_P1_M71_L001	CD8T
C11_P4_M71_L001	MonoMacro
C12_P1_M71_L001	CD8T
C12_P2_M71_L001	CD8T
C12_P3_M71_L001	CD8T
C12_P4_M71_L001	CD8T
C1_P2_M71_L001	CD8T
C1_P3_M71_L001	CD8T
C1_P4_M71_L001	CD8T
C2_P1_M71_L001	CD8T
C2_P2_M71_L001	CD8T
C2_P3_M71_L001	CD4_Glyco_hi
C3_P1_M71_L001	CD4_Glyco_hi
C3_P2_M71_L001	CD8T
C3_P3_M71_L001	CD8T
C4_P1_M71_L001	CD8T
C4_P2_M71_L001	CD8T
C4_P3_M71_L001	CD4_Glyco_hi
C5_P1_M71_L001	CD4_Glyco_lo
C5_P2_M71_L001	CD8T
C5_P3_M71_L001	CD4_Glyco_lo
C5_P4_M71_L001	NK
C6_P1_M71_L001	CD8T
C6_P2_M71_L001	Tprolif
C7_P3_M71_L001	Tprolif
C8_P1_M71_L001	CD4_Glyco_hi
C8_P2_M71_L001	CD8T
C8_P3_M71_L001	CD4_Glyco_hi
C8_P4_M71_L001	CD8T
C9_P1_M71_L001	CD4_Glyco_lo
C9_P2_M71_L001	CD4_Glyco_hi
C9_P3_M71_L001	CD8T
D10_P1_M71_L001	CD8T
D10_P2_M71_L001	CD8T
D10_P3_M71_L001	CD4_Glyco_hi
D11_P1_M71_L001	MonoMacro
D11_P2_M71_L001	CD8T
D11_P3_M71_L001	Tprolif
D11_P4_M71_L001	CD8T
D12_P1_M71_L001	CD4_Glyco_lo
D12_P2_M71_L001	CD8T
D12_P3_M71_L001	CD8T
D12_P4_M71_L001	CD8T
D1_P1_M71_L001	CD4_Glyco_lo
D1_P3_M71_L001	Tprolif
D1_P4_M71_L001	CD8T
D2_P1_M71_L001	CD8T
D2_P2_M71_L001	CD4_Glyco_lo
D2_P3_M71_L001	Tprolif
D2_P4_M71_L001	CD4_Glyco_hi
D3_P1_M71_L001	CD8T
D3_P2_M71_L001	CD8T
D4_P1_M71_L001	CD4_Glyco_hi
D4_P2_M71_L001	NK
D4_P3_M71_L001	CD8T
D4_P4_M71_L001	CD4_Glyco_lo
D5_P1_M71_L001	CD8T
D5_P3_M71_L001	CD8T
D5_P4_M71_L001	CD8T
D6_P1_M71_L001	CD8T
D6_P2_M71_L001	CD8T
D6_P3_M71_L001	CD8T
D7_P1_M71_L001	CD4_Glyco_hi
D7_P2_M71_L001	Tprolif
D7_P3_M71_L001	CD8T
D7_P4_M71_L001	CD8T
D8_P1_M71_L001	CD8T
D8_P2_M71_L001	CD8T
D8_P3_M71_L001	CD8T
D8_P4_M71_L001	CD4_Glyco_lo
D9_P2_M71_L001	CD8T
D9_P4_M71_L001	CD8T
E10_P1_M71_L001	CD4_Glyco_lo
E10_P2_M71_L001	CD4_Glyco_hi
E10_P3_M71_L001	CD8T
E10_P4_M71_L001	CD8T
E11_P1_M71_L001	CD8T
E11_P2_M71_L001	CD8T
E11_P3_M71_L001	CD8T
E11_P4_M71_L001	CD4_Glyco_lo
E12_P1_M71_L001	CD8T
E12_P2_M71_L001	CD8T
E12_P3_M71_L001	CD4_Glyco_hi
E12_P4_M71_L001	CD8T
E1_P1_M71_L001	CD4_Glyco_lo
E1_P4_M71_L001	CD4_Glyco_hi
E2_P1_M71_L001	CD8T
E2_P3_M71_L001	CD8T
E2_P4_M71_L001	CD8T
E3_P1_M71_L001	CD8T
E3_P3_M71_L001	CD8T
E3_P4_M71_L001	CD4_Glyco_lo
E4_P2_M71_L001	CD8T
E4_P4_M71_L001	CD4_Glyco_hi
E5_P1_M71_L001	CD8T
E5_P2_M71_L001	CD8T
E5_P4_M71_L001	CD8T
E6_P1_M71_L001	MonoMacro
E6_P2_M71_L001	CD8T
E6_P3_M71_L001	CD4_Glyco_hi
E7_P1_M71_L001	CD8T
E7_P2_M71_L001	CD8T
E7_P3_M71_L001	CD8T
E7_P4_M71_L001	CD4_Glyco_hi
E8_P3_M71_L001	Tprolif
E8_P4_M71_L001	CD8T
E9_P1_M71_L001	CD4_Glyco_hi
E9_P2_M71_L001	CD8T
E9_P3_M71_L001	Tprolif
E9_P4_M71_L001	CD8T
F10_P1_M71_L001	CD4_Glyco_lo
F10_P2_M71_L001	CD8T
F10_P3_M71_L001	CD8T
F10_P4_M71_L001	NK
F11_P1_M71_L001	MonoMacro
F11_P3_M71_L001	CD8T
F11_P4_M71_L001	MonoMacro
F1_P3_M71_L001	Tprolif
F1_P4_M71_L001	CD8T
F2_P3_M71_L001	CD8T
F2_P4_M71_L001	Tprolif
F3_P2_M71_L001	CD8T
F3_P4_M71_L001	CD8T
F4_P1_M71_L001	CD4_Glyco_hi
F4_P2_M71_L001	CD8T
F4_P3_M71_L001	CD4_Glyco_hi
F4_P4_M71_L001	CD8T
F5_P1_M71_L001	CD8T
F5_P4_M71_L001	CD8T
F6_P2_M71_L001	NK
F6_P3_M71_L001	CD4_Glyco_lo
F6_P4_M71_L001	CD4_Glyco_hi
F7_P1_M71_L001	NK
F7_P2_M71_L001	CD8T
F7_P4_M71_L001	CD8T
F8_P1_M71_L001	CD8T
F8_P2_M71_L001	CD8T
F8_P3_M71_L001	CD8T
F8_P4_M71_L001	CD4_Glyco_hi
F9_P1_M71_L001	CD4_Glyco_lo
F9_P2_M71_L001	CD8T
F9_P3_M71_L001	CD4_Glyco_lo
F9_P4_M71_L001	Tprolif
G11_P2_M71_L001	CD8T
G12_P1_M71_L001	CD4_Glyco_hi
G12_P2_M71_L001	NK
G12_P3_M71_L001	CD8T
G12_P4_M71_L001	CD8T
G1_P1_M71_L001	CD4_Glyco_hi
G1_P2_M71_L001	Tprolif
G1_P3_M71_L001	CD4_Glyco_hi
G2_P1_M71_L001	CD8T
G2_P2_M71_L001	CD8T
G2_P3_M71_L001	CD4_Glyco_lo
G3_P3_M71_L001	CD4_Glyco_hi
G4_P4_M71_L001	CD8T
G5_P1_M71_L001	CD8T
G5_P2_M71_L001	CD8T
G5_P3_M71_L001	CD8T
G6_P2_M71_L001	CD4_Glyco_lo
G6_P3_M71_L001	Tprolif
G6_P4_M71_L001	CD8T
G7_P1_M71_L001	CD8T
G7_P3_M71_L001	CD8T
G8_P1_M71_L001	CD8T
G8_P2_M71_L001	CD8T
G8_P3_M71_L001	CD8T
G8_P4_M71_L001	CD8T
G9_P1_M71_L001	CD8T
G9_P3_M71_L001	CD8T
H10_P3_M71_L001	CD8T
H11_P1_M71_L001	CD8T
H12_P1_M71_L001	CD8T
H12_P2_M71_L001	CD4_Glyco_lo
H12_P3_M71_L001	CD8T
H1_P2_M71_L001	CD8T
H1_P3_M71_L001	CD4_Glyco_lo
H2_P1_M71_L001	CD8T
H2_P3_M71_L001	CD8T
H2_P4_M71_L001	CD8T
H3_P2_M71_L001	CD4_Glyco_lo
H3_P3_M71_L001	CD4_Glyco_lo
H3_P4_M71_L001	CD8T
H4_P1_M71_L001	CD8T
H4_P3_M71_L001	CD8T
H5_P3_M71_L001	CD8T
H6_P1_M71_L001	CD8T
H6_P2_M71_L001	CD8T
H7_P1_M71_L001	CD4_Glyco_lo
H7_P2_M71_L001	CD8T
H7_P3_M71_L001	CD8T
H7_P4_M71_L001	CD8T
H8_P1_M71_L001	CD8T
H8_P2_M71_L001	CD8T
H8_P3_M71_L001	CD4_Glyco_hi
H9_P1_M71_L001	CD8T
A10_P1_M74_L001	B
A10_P4_M74_L001	B
A11_P3_M74_L001	B
A12_P1_M74_L001	B
A12_P3_M74_L001	CD8T
A12_P4_M74_L001	Tprolif
A12_P5_M74_L001	CD8T
A2_P1_M74_L001	CD8T
A2_P3_M74_L001	B
A3_P1_M74_L001	B
A3_P3_M74_L001	CD8T
A3_P4_M74_L001	CD4_Glyco_lo
A4_P1_M74_L001	CD4_Glyco_lo
A4_P3_M74_L001	B
A4_P4_M74_L001	B
A4_P5_M74_L001	B
A5_P1_M74_L001	B
A5_P3_M74_L001	B
A5_P5_M74_L001	B
A6_P1_M74_L001	CD4_Glyco_hi
A6_P3_M74_L001	B
A6_P4_M74_L001	B
A6_P5_M74_L001	CD8T
A7_P1_M74_L001	CD8T
A7_P4_M74_L001	CD4_Glyco_hi
A7_P5_M74_L001	CD8T
A8_P3_M74_L001	B
A8_P4_M74_L001	MonoMacro
A8_P5_M74_L001	B
A9_P1_M74_L001	B
A9_P3_M74_L001	B
B10_P1_M74_L001	B
B11_P1_M74_L001	B
B11_P5_M74_L001	CD4_Glyco_hi
B12_P1_M74_L001	CD4_Glyco_lo
B12_P3_M74_L001	Tprolif
B12_P4_M74_L001	B
B1_P1_M74_L001	CD8T
B1_P4_M74_L001	B
B1_P5_M74_L001	CD8T
B2_P1_M74_L001	B
B2_P5_M74_L001	B
B4_P1_M74_L001	Tprolif
B4_P4_M74_L001	CD4_Glyco_hi
B5_P1_M74_L001	CD8T
B5_P3_M74_L001	B
B6_P1_M74_L001	B
B6_P3_M74_L001	B
B6_P4_M74_L001	CD8T
B6_P5_M74_L001	CD8T
B7_P3_M74_L001	B
B7_P4_M74_L001	CD8T
B7_P5_M74_L001	B
B8_P1_M74_L001	CD8T
B9_P1_M74_L001	B
C10_P1_M74_L001	CD4_Glyco_lo
C10_P3_M74_L001	B
C11_P1_M74_L001	B
C11_P3_M74_L001	B
C12_P1_M74_L001	B
C12_P3_M74_L001	CD8T
C1_P1_M74_L001	B
C1_P3_M74_L001	CD4_Glyco_lo
C2_P1_M74_L001	CD8T
C3_P1_M74_L001	CD4_Glyco_hi
C3_P3_M74_L001	CD4_Glyco_lo
C4_P1_M74_L001	MonoMacro
C4_P3_M74_L001	B
C5_P1_M74_L001	B
C6_P1_M74_L001	B
C6_P3_M74_L001	B
C7_P1_M74_L001	B
C7_P3_M74_L001	CD8T
C8_P1_M74_L001	B
C8_P3_M74_L001	B
C9_P3_M74_L001	Tprolif
D10_P1_M74_L001	B
D11_P1_M74_L001	Plasma
D11_P3_M74_L001	CD8T
D12_P1_M74_L001	B
D12_P3_M74_L001	B
D1_P1_M74_L001	CD4_Glyco_hi
D1_P3_M74_L001	B
D2_P1_M74_L001	B
D2_P3_M74_L001	B
D3_P3_M74_L001	B
D4_P1_M74_L001	CD4_Glyco_lo
D4_P3_M74_L001	B
D5_P3_M74_L001	B
D8_P1_M74_L001	CD8T
D8_P3_M74_L001	B
D9_P3_M74_L001	B
E10_P1_M74_L001	B
E10_P3_M74_L001	B
E10_P4_M74_L001	B
E11_P1_M74_L001	B
E11_P3_M74_L001	B
E11_P5_M74_L001	B
E12_P3_M74_L001	MonoMacro
E12_P4_M74_L001	B
E1_P1_M74_L001	CD4_Glyco_hi
E1_P3_M74_L001	B
E1_P4_M74_L001	MonoMacro
E2_P1_M74_L001	Tprolif
E2_P4_M74_L001	CD4_Glyco_hi
E2_P5_M74_L001	B
E3_P1_M74_L001	CD4_Glyco_hi
E3_P3_M74_L001	B
E4_P1_M74_L001	B
E5_P3_M74_L001	CD4_Glyco_hi
E5_P4_M74_L001	B
E5_P5_M74_L001	CD4_Glyco_lo
E6_P1_M74_L001	B
E7_P4_M74_L001	CD4_Glyco_lo
E8_P1_M74_L001	B
E8_P3_M74_L001	CD4_Glyco_hi
E8_P4_M74_L001	B
E8_P5_M74_L001	B
E9_P1_M74_L001	B
E9_P3_M74_L001	B
E9_P5_M74_L001	B
F10_P3_M74_L001	B
F10_P5_M74_L001	CD8T
F11_P3_M74_L001	Plasma
F11_P4_M74_L001	CD8T
F11_P5_M74_L001	CD8T
F12_P1_M74_L001	MonoMacro
F12_P3_M74_L001	CD8T
F12_P5_M74_L001	B
F1_P3_M74_L001	B
F1_P4_M74_L001	B
F1_P5_M74_L001	CD4_Glyco_lo
F2_P1_M74_L001	B
F2_P3_M74_L001	B
F2_P4_M74_L001	CD8T
F2_P5_M74_L001	CD8T
F3_P1_M74_L001	B
F3_P3_M74_L001	B
F3_P4_M74_L001	CD8T
F3_P5_M74_L001	B
F4_P3_M74_L001	B
F4_P5_M74_L001	CD8T
F5_P4_M74_L001	CD8T
F5_P5_M74_L001	B
F6_P1_M74_L001	B
F6_P5_M74_L001	B
F7_P1_M74_L001	CD4_Glyco_hi
F7_P5_M74_L001	CD8T
F8_P1_M74_L001	CD4_Glyco_lo
F8_P3_M74_L001	Tprolif
F9_P4_M74_L001	B
G10_P4_M74_L001	B
G10_P5_M74_L001	B
G11_P1_M74_L001	B
G11_P5_M74_L001	B
G12_P1_M74_L001	CD4_Glyco_hi
G12_P3_M74_L001	pDC
G12_P4_M74_L001	B
G12_P5_M74_L001	CD4_Glyco_hi
G1_P1_M74_L001	MonoMacro
G1_P3_M74_L001	Tprolif
G1_P4_M74_L001	B
G1_P5_M74_L001	Tprolif
G2_P3_M74_L001	B
G2_P4_M74_L001	CD4_Glyco_lo
G2_P5_M74_L001	B
G3_P1_M74_L001	B
G3_P3_M74_L001	B
G3_P5_M74_L001	CD8T
G4_P4_M74_L001	B
G5_P1_M74_L001	B
G5_P3_M74_L001	B
G5_P4_M74_L001	CD4_Glyco_lo
G5_P5_M74_L001	CD8T
G6_P1_M74_L001	B
G6_P4_M74_L001	B
G6_P5_M74_L001	B
G7_P3_M74_L001	B
G7_P4_M74_L001	B
G7_P5_M74_L001	B
G8_P3_M74_L001	Tprolif
G8_P5_M74_L001	B
G9_P1_M74_L001	Tprolif
G9_P3_M74_L001	MonoMacro
G9_P5_M74_L001	B
H10_P1_M74_L001	Tprolif
H11_P1_M74_L001	Tprolif
H11_P5_M74_L001	B
H12_P3_M74_L001	Tprolif
H12_P4_M74_L001	B
H1_P1_M74_L001	B
H1_P3_M74_L001	B
H1_P4_M74_L001	B
H1_P5_M74_L001	B
H2_P1_M74_L001	Tprolif
H2_P4_M74_L001	B
H2_P5_M74_L001	Tprolif
H3_P3_M74_L001	CD4_Glyco_lo
H3_P5_M74_L001	B
H4_P1_M74_L001	CD8T
H4_P3_M74_L001	CD8T
H4_P4_M74_L001	B
H5_P3_M74_L001	Tprolif
H5_P4_M74_L001	CD8T
H6_P1_M74_L001	CD8T
H6_P3_M74_L001	CD8T
H6_P4_M74_L001	B
H6_P5_M74_L001	CD4_Glyco_hi
H7_P1_M74_L001	B
H7_P5_M74_L001	pDC
H8_P1_M74_L001	B
H8_P3_M74_L001	B
H9_P1_M74_L001	CD4_Glyco_hi
H9_P3_M74_L001	CD4_Glyco_hi
A10_P2_M43_L001	MonoMacro
A10_P4_M43_L001	MonoMacro
A11_P1_M43_L001	MonoMacro
A11_P2_M43_L001	MonoMacro
A11_P4_M43_L001	CD8T
A12_P2_M43_L001	B
A12_P3_M43_L001	CD8T
A12_P4_M43_L001	MonoMacro
A2_P1_M43_L001	NK
A2_P2_M43_L001	B
A3_P1_M43_L001	MonoMacro
A3_P4_M43_L001	MonoMacro
A4_P1_M43_L001	CD4_Glyco_hi
A4_P2_M43_L001	MonoMacro
A5_P2_M43_L001	CD8T
A5_P4_M43_L001	NK
A7_P1_M43_L001	Tprolif
A7_P3_M43_L001	NK
A8_P1_M43_L001	CD8T
A8_P2_M43_L001	NK
A8_P3_M43_L001	NK
A8_P4_M43_L001	CD4_Glyco_lo
A9_P2_M43_L001	NK
A9_P3_M43_L001	CD8T
A9_P4_M43_L001	MonoMacro
B10_P1_M43_L001	Tprolif
B10_P3_M43_L001	CD8T
B11_P1_M43_L001	MonoMacro
B11_P3_M43_L001	B
B11_P4_M43_L001	B
B12_P1_M43_L001	CD8T
B12_P4_M43_L001	MonoMacro
B1_P2_M43_L001	MonoMacro
B1_P3_M43_L001	CD4_Glyco_lo
B2_P3_M43_L001	CD4_Glyco_hi
B2_P4_M43_L001	MonoMacro
B3_P3_M43_L001	NK
B3_P4_M43_L001	CD8T
B4_P2_M43_L001	CD8T
B4_P4_M43_L001	CD4_Glyco_hi
B5_P1_M43_L001	MonoMacro
B5_P2_M43_L001	CD8T
B5_P3_M43_L001	MonoMacro
B5_P4_M43_L001	CD4_Glyco_lo
B6_P2_M43_L001	B
B6_P3_M43_L001	MonoMacro
B6_P4_M43_L001	NK
B7_P4_M43_L001	B
B9_P1_M43_L001	CD8T
B9_P3_M43_L001	B
B9_P4_M43_L001	MonoMacro
C10_P1_M43_L001	NK
C10_P2_M43_L001	CD4_Glyco_hi
C10_P3_M43_L001	NK
C11_P1_M43_L001	CD8T
C12_P1_M43_L001	MonoMacro
C12_P3_M43_L001	CD4_Glyco_hi
C1_P2_M43_L001	NK
C1_P4_M43_L001	CD4_Glyco_lo
C2_P3_M43_L001	NK
C2_P4_M43_L001	NK
C4_P2_M43_L001	Tprolif
C5_P1_M43_L001	MonoMacro
C5_P2_M43_L001	CD4_Glyco_lo
C5_P3_M43_L001	NK
C6_P1_M43_L001	NK
C6_P2_M43_L001	MonoMacro
C6_P3_M43_L001	NK
C6_P4_M43_L001	MonoMacro
C7_P3_M43_L001	MonoMacro
C7_P4_M43_L001	MonoMacro
C8_P3_M43_L001	CD8T
C8_P4_M43_L001	CD8T
C9_P1_M43_L001	MonoMacro
C9_P3_M43_L001	NK
C9_P4_M43_L001	MonoMacro
D10_P1_M43_L001	MonoMacro
D10_P3_M43_L001	CD8T
D10_P4_M43_L001	MonoMacro
D11_P1_M43_L001	CD8T
D11_P2_M43_L001	B
D11_P4_M43_L001	CD8T
D12_P1_M43_L001	MonoMacro
D12_P4_M43_L001	CD8T
D1_P1_M43_L001	CD8T
D1_P3_M43_L001	MonoMacro
D2_P2_M43_L001	CD8T
D2_P4_M43_L001	MonoMacro
D3_P1_M43_L001	NK
D3_P2_M43_L001	CD4_Glyco_hi
D4_P2_M43_L001	MonoMacro
D4_P3_M43_L001	MonoMacro
D4_P4_M43_L001	MonoMacro
D5_P3_M43_L001	CD4_Glyco_hi
D5_P4_M43_L001	CD8T
D6_P3_M43_L001	MonoMacro
D6_P4_M43_L001	B
D7_P1_M43_L001	CD8T
D7_P3_M43_L001	CD4_Glyco_hi
D7_P4_M43_L001	MonoMacro
D8_P1_M43_L001	CD8T
D8_P3_M43_L001	MonoMacro
D8_P4_M43_L001	Tprolif
D9_P3_M43_L001	MonoMacro
D9_P4_M43_L001	NK
E10_P1_M43_L001	B
E10_P3_M43_L001	CD8T
E10_P4_M43_L001	MonoMacro
E12_P1_M43_L001	CD8T
E12_P2_M43_L001	CD8T
E12_P3_M43_L001	MonoMacro
E12_P4_M43_L001	CD8T
E1_P1_M43_L001	MonoMacro
E1_P2_M43_L001	CD4_Glyco_hi
E1_P3_M43_L001	NK
E1_P4_M43_L001	NK
E2_P1_M43_L001	CD8T
E2_P3_M43_L001	MonoMacro
E2_P4_M43_L001	CD4_Glyco_lo
E3_P1_M43_L001	NK
E3_P2_M43_L001	CD4_Glyco_lo
E3_P3_M43_L001	B
E4_P1_M43_L001	CD8T
E4_P3_M43_L001	NK
E5_P1_M43_L001	CD8T
E5_P2_M43_L001	MonoMacro
E5_P3_M43_L001	CD4_Glyco_hi
E5_P4_M43_L001	NK
E6_P3_M43_L001	MonoMacro
E7_P4_M43_L001	CD8T
E8_P1_M43_L001	CD4_Glyco_lo
E8_P3_M43_L001	MonoMacro
F11_P1_M43_L001	CD8T
F12_P1_M43_L001	B
F12_P3_M43_L001	pDC
F1_P1_M43_L001	MonoMacro
F1_P2_M43_L001	CD8T
F2_P1_M43_L001	NK
F2_P2_M43_L001	MonoMacro
F2_P4_M43_L001	CD4_Glyco_hi
F3_P3_M43_L001	NK
F4_P1_M43_L001	CD4_Glyco_hi
F4_P3_M43_L001	MonoMacro
F5_P1_M43_L001	pDC
F5_P2_M43_L001	MonoMacro
F5_P3_M43_L001	CD4_Glyco_hi
F6_P2_M43_L001	NK
F6_P4_M43_L001	CD4_Glyco_lo
F7_P3_M43_L001	CD8T
F7_P4_M43_L001	MonoMacro
F8_P4_M43_L001	NK
F9_P1_M43_L001	MonoMacro
F9_P2_M43_L001	NK
F9_P3_M43_L001	CD4_Glyco_lo
F9_P4_M43_L001	MonoMacro
G10_P1_M43_L001	CD4_Glyco_hi
G11_P4_M43_L001	MonoMacro
G12_P2_M43_L001	CD8T
G12_P3_M43_L001	B
G12_P4_M43_L001	NK
G1_P1_M43_L001	NK
G1_P3_M43_L001	CD8T
G2_P1_M43_L001	CD4_Glyco_lo
G2_P2_M43_L001	CD8T
G2_P3_M43_L001	NK
G2_P4_M43_L001	NK
G3_P4_M43_L001	MonoMacro
G4_P1_M43_L001	MonoMacro
G4_P3_M43_L001	MonoMacro
G5_P1_M43_L001	CD4_Glyco_lo
G5_P2_M43_L001	CD4_Glyco_hi
G5_P4_M43_L001	MonoMacro
G6_P1_M43_L001	NK
G6_P2_M43_L001	CD8T
G6_P3_M43_L001	MonoMacro
G6_P4_M43_L001	CD8T
G7_P1_M43_L001	NK
G7_P2_M43_L001	CD8T
G7_P3_M43_L001	NK
G7_P4_M43_L001	NK
G8_P2_M43_L001	MonoMacro
G8_P4_M43_L001	CD8T
G9_P2_M43_L001	MonoMacro
G9_P4_M43_L001	B
H11_P2_M43_L001	B
H11_P3_M43_L001	CD8T
H11_P4_M43_L001	CD8T
H12_P1_M43_L001	B
H12_P2_M43_L001	B
H12_P3_M43_L001	pDC
H12_P4_M43_L001	MonoMacro
H1_P1_M43_L001	Tprolif
H1_P2_M43_L001	CD8T
H1_P3_M43_L001	CD4_Glyco_lo
H2_P1_M43_L001	NK
H2_P2_M43_L001	NK
H2_P4_M43_L001	NK
H3_P1_M43_L001	CD8T
H3_P2_M43_L001	CD8T
H3_P3_M43_L001	CD8T
H4_P1_M43_L001	MonoMacro
H4_P2_M43_L001	CD8T
H4_P3_M43_L001	MonoMacro
H4_P4_M43_L001	CD4_Glyco_lo
H5_P1_M43_L001	CD4_Glyco_lo
H5_P2_M43_L001	B
H5_P3_M43_L001	MonoMacro
H6_P2_M43_L001	Tprolif
H6_P4_M43_L001	NK
H7_P1_M43_L001	NK
H7_P3_M43_L001	MonoMacro
H7_P4_M43_L001	CD8T
H8_P1_M43_L001	CD8T
H8_P2_M43_L001	CD8T
H8_P3_M43_L001	Tprolif
H8_P4_M43_L001	MonoMacro
H9_P1_M43_L001	NK
H9_P2_M43_L001	B
H9_P4_M43_L001	pDC
A10_P3_M13_L001	MonoMacro
A11_P4_M13_L001	CD8T
A12_P2_M13_L001	NK
A12_P5_M13_L001	pDC
A2_P3_M13_L001	NK
A2_P5_M13_L001	NK
A3_P2_M13_L001	CD8T
A3_P3_M13_L001	NK
A3_P4_M13_L001	CD8T
A4_P2_M13_L001	CD8T
A4_P3_M13_L001	CD8T
A4_P4_M13_L001	MonoMacro
A5_P4_M13_L001	CD8T
A6_P2_M13_L001	CD4_Glyco_hi
A6_P5_M13_L001	CD8T
A8_P2_M13_L001	CD8T
A8_P4_M13_L001	MonoMacro
A8_P5_M13_L001	NK
A9_P3_M13_L001	NK
A9_P5_M13_L001	MonoMacro
B10_P2_M13_L001	CD8T
B10_P3_M13_L001	CD4_Glyco_hi
B11_P2_M13_L001	CD8T
B11_P3_M13_L001	Tprolif
B11_P4_M13_L001	NK
B11_P5_M13_L001	CD8T
B12_P2_M13_L001	NK
B12_P5_M13_L001	CD8T
B1_P5_M13_L001	Tprolif
B2_P2_M13_L001	CD8T
B2_P4_M13_L001	CD8T
B2_P5_M13_L001	CD8T
B3_P3_M13_L001	Plasma
B3_P4_M13_L001	MonoMacro
B3_P5_M13_L001	CD4_Glyco_lo
B4_P4_M13_L001	CD8T
B5_P2_M13_L001	Tprolif
B5_P5_M13_L001	NK
B6_P4_M13_L001	B
B6_P5_M13_L001	NK
B7_P2_M13_L001	CD4_Glyco_lo
B8_P3_M13_L001	pDC
B8_P5_M13_L001	Tprolif
C10_P2_M13_L001	CD8T
C10_P4_M13_L001	CD8T
C10_P5_M13_L001	CD8T
C11_P3_M13_L001	CD8T
C12_P4_M13_L001	CD4_Glyco_lo
C2_P3_M13_L001	NK
C2_P4_M13_L001	MonoMacro
C3_P3_M13_L001	CD8T
C3_P4_M13_L001	CD4_Glyco_hi
C3_P5_M13_L001	MonoMacro
C4_P2_M13_L001	CD4_Glyco_lo
C4_P3_M13_L001	CD8T
C5_P4_M13_L001	CD8T
C5_P5_M13_L001	CD4_Glyco_hi
C6_P3_M13_L001	CD4_Glyco_lo
C6_P5_M13_L001	NK
C8_P4_M13_L001	CD8T
C9_P2_M13_L001	B
C9_P3_M13_L001	CD8T
D10_P2_M13_L001	CD8T
D10_P3_M13_L001	Tprolif
D10_P4_M13_L001	CD8T
D11_P4_M13_L001	Tprolif
D11_P5_M13_L001	NK
D12_P2_M13_L001	CD8T
D12_P3_M13_L001	CD8T
D12_P4_M13_L001	NK
D1_P2_M13_L001	MonoMacro
D1_P3_M13_L001	CD8T
D2_P3_M13_L001	CD8T
D2_P4_M13_L001	CD8T
D3_P2_M13_L001	Tprolif
D3_P3_M13_L001	CD4_Glyco_lo
D4_P2_M13_L001	CD8T
D4_P3_M13_L001	NK
D5_P3_M13_L001	NK
D5_P4_M13_L001	CD4_Glyco_hi
D6_P4_M13_L001	CD4_Glyco_hi
D7_P3_M13_L001	NK
D8_P2_M13_L001	CD8T
D8_P3_M13_L001	Tprolif
D8_P4_M13_L001	CD4_Glyco_lo
D9_P2_M13_L001	NK
D9_P3_M13_L001	Tprolif
D9_P5_M13_L001	CD4_Glyco_hi
E10_P2_M13_L001	MonoMacro
E10_P4_M13_L001	MonoMacro
E10_P5_M13_L001	CD8T
E12_P4_M13_L001	CD8T
E1_P2_M13_L001	NK
E1_P4_M13_L001	CD4_Glyco_lo
E2_P3_M13_L001	CD4_Glyco_hi
E2_P4_M13_L001	CD8T
E3_P2_M13_L001	MonoMacro
E3_P4_M13_L001	CD4_Glyco_hi
E4_P3_M13_L001	pDC
E4_P5_M13_L001	Tprolif
E5_P4_M13_L001	CD4_Glyco_lo
E6_P4_M13_L001	CD8T
E6_P5_M13_L001	MonoMacro
E7_P5_M13_L001	CD4_Glyco_lo
E8_P2_M13_L001	Tprolif
E8_P3_M13_L001	CD4_Glyco_lo
E8_P5_M13_L001	MonoMacro
E9_P5_M13_L001	Tprolif
F10_P3_M13_L001	MonoMacro
